model,dataset,epochs_requested,epochs_executed,batch_size,learning_rate,num_parameters,best_val_accuracy,final_train_accuracy,final_test_accuracy,final_validation_accuracy,final_train_loss,final_test_loss,final_validation_loss,training_time_seconds
gimefiveres,fer2013,80,20,16,0.001,95051014,0.38731218697829717,0.9653763531443494,0.6302153432032301,0.3606010016694491,0.1055220674899971,1.5882049063596153,4.31350492803674,2718.8801929950714
