Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.4103731471251928,1.1868555595477421,1.9953525819276507,0.4282464934080283,0.5299461641991925,0.3021702838063439
2,1.163041178649166,1.0825259680709531,2.001868426799774,0.5392359209805822,0.5723418573351279,0.37061769616026713
3,1.0370752202733509,1.072692893365378,2.197676087680616,0.5954256349774651,0.5595558546433378,0.3672787979966611
4,0.9421149729638086,1.0124965469923712,1.7201220769631236,0.6348089802451455,0.605820995962315,0.41402337228714525
5,0.8574075546426915,1.0746670658950523,2.172394761913701,0.6697695968998778,0.6031292059219381,0.4006677796327212
6,0.7829254731294922,1.0109746953051897,2.282836879554548,0.6990859694199907,0.617092866756393,0.3672787979966611
7,0.7101877707074273,1.0276380100197369,2.3847488070789136,0.7290341603133819,0.6154104979811574,0.3973288814691152
8,0.642970489011701,1.1022601540110284,2.4815945625305176,0.7602881091782149,0.6064939434724091,0.38397328881469117
9,0.5603721510327729,1.1468529193912462,2.187572391409623,0.7907838759951139,0.615578734858681,0.41068447412353926
10,0.5055659514452729,1.147313281072564,3.0922070647540845,0.8144560043806074,0.6288694481830417,0.3739565943238731
11,0.44062561575433795,1.1370195129145217,2.590022589031019,0.8404026789099027,0.6414872139973082,0.4023372287145242
12,0.38609398729004707,1.165833881800814,2.8011742516567835,0.8614211701276273,0.6468707940780619,0.41736227045075125
13,0.34404612452323946,1.2839900936946393,2.856031524507623,0.87919632702919,0.628028263795424,0.41736227045075125
14,0.2873283463311846,1.2902839556436545,3.085070152031748,0.8997514847731772,0.634421265141319,0.4056761268781302
15,0.2554483424227012,1.3621252179471275,2.966390205057044,0.9125984583631692,0.6403095558546433,0.4073455759599332
16,0.22746378908717046,1.3728522492212154,3.262443097014176,0.922539067436081,0.6455248990578735,0.41569282136894825
17,0.2014154690371781,1.4700538857779917,3.813742518424988,0.9299524030158797,0.6312247644683715,0.3789649415692821
18,0.16943010927530663,1.465617484285406,3.3944995340548063,0.9431784676298387,0.6372812920592194,0.41736227045075125
19,0.15026443563241668,1.47830484636874,3.9349935117520785,0.950718166884293,0.6485531628532974,0.39398998330550916
20,0.1407666720615134,1.5057530519227067,3.5115956820939718,0.9551830167221262,0.6500672947510094,0.3756260434056761
21,0.12173705212859753,1.5801123760099853,3.492313902629049,0.9601533212585822,0.6362718707940781,0.42070116861435725
22,0.11022071873182694,1.5371622300897074,3.3250142084924796,0.9641548376226781,0.6411507402422612,0.39065108514190316
23,0.10038449385029583,1.5368105886693073,3.687153690739682,0.9683669601112,0.6519179004037685,0.41903171953255425
24,0.0814885031311105,1.5835475535457453,3.8873635844180456,0.9743481740449013,0.654777927321669,0.4323873121869783
25,0.07644622633516075,1.6258923900138427,4.231465621998436,0.9772124173370962,0.6542732166890982,0.41569282136894825
26,0.07571663838414905,1.6452066724924672,3.85312431109579,0.9767490838633588,0.6510767160161507,0.4273789649415693
27,0.06854022901921472,1.795823261586158,3.387795172239605,0.9788551451076197,0.6453566621803499,0.44073455759599334
28,0.06070342021297684,1.683597877901736,3.7178868870986137,0.9826460553472895,0.6601615074024226,0.41235392320534225
29,0.05928425672209905,1.7246528256181326,4.3642114651830575,0.9814245398256182,0.6519179004037685,0.4240400667779633
30,0.0519456643627039,1.7835143783351317,3.9617266686339128,0.9844572680173539,0.654777927321669,0.4240400667779633
31,0.04828944866055754,1.7150653485979845,4.158264994621277,0.9857209047639105,0.6510767160161507,0.4073455759599332
32,0.049829586041115995,1.646718173946244,3.8797088422273336,0.9844151467924688,0.6611709286675639,0.4307178631051753
33,0.036718716052837164,1.8975812891618378,4.436703311769586,0.9887115117307611,0.6556191117092867,0.39565943238731216
34,0.04266485165664754,1.8458190073324268,3.930680569849516,0.986394844362074,0.6544414535666218,0.41569282136894825
35,0.03828694024029311,1.9693128039900174,4.428454850849352,0.9884587843814499,0.6361036339165546,0.4040066777963272
36,0.04171838621045703,1.9099800919094936,5.085273485434683,0.9864790868118445,0.6583109017496636,0.3756260434056761
37,0.045315372282891744,1.808607787234328,4.229609539634303,0.9852996925150583,0.6498990578734859,0.41903171953255425
38,0.04255124530043077,1.8195513243566679,4.322355596642745,0.9854681774145992,0.6583109017496636,0.4056761268781302
39,0.0407529961595931,1.969799462202636,4.891990379283302,0.9875742386588602,0.6512449528936743,0.4090150250417362
40,0.03552185837472128,1.9797703782897642,4.0924897821326,0.9883745419316794,0.6424966352624495,0.44407345575959933
41,0.034614482325456004,1.9578902945122731,4.718416991986726,0.987911208457942,0.6480484522207268,0.4023372287145242
42,0.032567915879156625,2.0353132754392793,4.756776245016801,0.9897224211280065,0.6556191117092867,0.4257095158597663
43,0.03705848084734432,1.9486263737242708,4.3267018355821305,0.987153026410008,0.6458613728129206,0.4323873121869783
44,0.03520415684291545,1.9689521393056468,4.830812623626308,0.9879533296828272,0.6668909825033648,0.42237061769616024
45,0.029639782146422062,2.0958839815935515,4.671440362930298,0.989848784802662,0.6554508748317631,0.4357262103505843
46,0.030540836903523053,2.0810091032592455,4.98220588031568,0.9895118150035803,0.6623485868102288,0.42070116861435725
47,0.03151496162674468,2.0834198622793454,5.267379214889125,0.9887536329556463,0.6643674293405114,0.39232053422370616
48,0.03243348836504156,1.9935424163901894,4.3674595230504085,0.989259087654269,0.6510767160161507,0.38898163606010017
49,0.02510185413295815,2.1105820234249704,4.742343858668678,0.9912809064487595,0.6552826379542396,0.41068447412353926
50,0.02546984310306973,2.06709189597337,5.199466510822899,0.9913230276736448,0.6579744279946165,0.41402337228714525
